# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Roofs,BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,22ff6f18-d985-5dba-9dcf-fe95cb053aca,TEXT,CST_PROC,Type,Ble Roof Plm Drn System Type Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Roofs,BLE_ROOF_SLOPE_DEG,8d51616d-812b-58d6-a3c2-3ef872fc3ed0,ANGLE,CST_PROC,Type,Ble Roof Slope Deg [ISO 19650-1:2018],False,,,COSTING,1,0
Roofs,BLE_ROOF_SOLAR_REFLECTANCE_INDEX_NR,bd6b9e9b-777a-517c-bde4-597df17f6d94,NUMBER,CST_PROC,Type,Ble Roof Solar Reflectance Index Nr [ISO 19650-1:2018],False,,,COSTING,1,0
Roofs,BLE_ROOF_TYPE_TXT,85a719ec-5f20-5541-994f-b588c8491fbe,TEXT,CST_PROC,Type,Ble Roof Type Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Roofs,BLE_ROOF_WATERPROOFING_SYSTEM_TXT,ff29c3dc-01cd-5c14-b41e-c1d8fca3cfc9,TEXT,CST_PROC,Type,Ble Roof Waterproofing System Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Rooms,BLE_ROOM_NAME_TXT,0bf56335-3e98-58cb-81eb-a998c017d657,TEXT,CST_PROC,Type,Ble Room Name Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Rooms,BLE_ROOM_NUMBER_TXT,08c45bc2-6903-5a41-b295-9c3111de6882,TEXT,CST_PROC,Type,Ble Room Number Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Framing,BLE_STRUCT_BEAM_SZ_TXT,7cead505-38f5-57a5-9425-b349170a9ee7,TEXT,CST_PROC,Type,Ble Struct Beam Sz Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_COLUMN_SZ_TXT,7f9e7848-00fe-54f4-be8a-d1b2921c081d,TEXT,CST_PROC,Type,Ble Struct Column Sz Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_CONCRETE_GRADE_TXT,9499fb71-5eab-5b17-9f5b-8741104bd98c,TEXT,CST_PROC,Type,Ble Struct Concrete Grade Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_ELE_TYPE_TXT,e21a2a53-114b-57ba-a655-39c32ce37694,TEXT,CST_PROC,Type,Ble Struct Ele Type Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_MAT_TXT,fc01c335-751d-5bf6-8619-b6a7cbe9bceb,TEXT,CST_PROC,Type,Ble Struct Mat Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_REINFORCEMENT_TXT,d59b4268-242b-5e77-a1c7-af165bef45d1,TEXT,CST_PROC,Type,Ble Struct Reinforcement Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Structural Columns,BLE_STRUCT_STEEL_GRADE_TXT,fe130bf1-2d9b-58d7-a29a-73a55a87eeb8,TEXT,CST_PROC,Type,Ble Struct Steel Grade Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_CST_METHOD_TXT,8deec0f0-18f1-52ff-8e4f-a0497c244250,TEXT,CST_PROC,Type,Ble Wall Cst Method Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Rooms,BLE_WALL_FINISH_TXT,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,TEXT,CST_PROC,Type,Ble Wall Finish Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_FUNCTION_TXT,10966c31-806d-55af-ba50-91e124888e77,TEXT,CST_PROC,Type,Ble Wall Function Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_HEIGHT_MM,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,LENGTH,CST_PROC,Type,Ble Wall Height Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_LENGTH_MM,fdff76e0-dada-58bc-b94a-ae26b5bb2821,LENGTH,CST_PROC,Type,Ble Wall Length Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_PRIMARY_WALL_MAT_TXT,83fce03a-5dbf-57cf-b9d5-d797969487f9,TEXT,CST_PROC,Type,Ble Wall Primary Wall Mat Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,NUMBER,CST_PROC,Type,Ble Wall Sound Transmission Class Rating Nr [ISO 19650-1:2018],False,,,COSTING,1,0
Walls,BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,5ee56aa6-f559-578c-9b72-6100c852fda1,NUMBER,CST_PROC,Type,Ble Wall Thermal Transmittance U Value W M 2k Nr [ISO 19650-1:2018],True,1 / (0.13 + (BLE_WALL_THICKNESS_MM / 1000 / 0.72) + 0.04),BLE_WALL_THICKNESS_MM,ARCHITECTURAL,0,1
Walls,BLE_WALL_THICKNESS_MM,d0c788c3-fd82-50e8-8361-52f0e26cfc40,LENGTH,CST_PROC,Type,Ble Wall Thickness Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_FRAME_MAT_TXT,80c97926-59ac-5e7d-8ce0-236dd786bf9f,TEXT,CST_PROC,Type,Ble Window Frame Mat Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,CST_PROC,Type,Ble Window Glazing Type Single Double Triple Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_HEIGHT_MM,9e4ae2aa-fb63-55cc-8674-df05f460882f,LENGTH,CST_PROC,Type,Ble Window Height Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_OPERATION_TYPE_TXT,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,CST_PROC,Type,Ble Window Operation Type Txt [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,50341648-0677-525e-a2d8-6d8686e9e87e,LENGTH,CST_PROC,Type,Ble Window Sill Height From Flr Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,NUMBER,CST_PROC,Type,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_U_VALUE_W_M_2K_NR,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,NUMBER,CST_PROC,Type,Ble Window U Value W M 2k Nr [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,21068de7-9b17-5dd0-a477-ec1688fa318a,NUMBER,CST_PROC,Type,Ble Window Visible Light Transmittance Pct [ISO 19650-1:2018],False,,,COSTING,1,0
Windows,BLE_WINDOW_WIDTH_MM,d7506fd3-c17c-513a-8c82-2a632e55a0a6,LENGTH,CST_PROC,Type,Ble Window Width Mm [ISO 19650-1:2018],False,,,COSTING,1,0
Generic Models,CST_CALC_TILE_M2,834a8478-47fb-402b-b333-3c5ed761c865,AREA,COM_DAT,Type,Calculated tile area with wastage in square meters [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 1.1,BLE_ELE_AREA_SQ_M,ARCHITECTURAL,0,1
Generic Models,ASS_CST_LIFECYCLE_UGX_NR,b0853b7d-8b73-5234-a97f-9a33120b432b,CURRENCY,ASS_MNG,Type,Ass Cst Lifecycle Ugx Nr [ISO 19650-3:2020],True,ASS_CST_INSTALL_UGX_NR + (ASS_CST_ANNUAL_MAINTENANCE_UGX_NR * ASS_EXPECTED_LIFE_YEARS_YRS),"ASS_CST_INSTALL_UGX_NR, ASS_CST_ANNUAL_MAINTENANCE_UGX_NR, ASS_EXPECTED_LIFE_YEARS_YRS",COSTING,0,0
Generic Models,ASS_PMT_CST_TOTAL_CST_UGX_NR,ee737637-24a5-5a56-887c-4cff9ae1f9ea,CURRENCY,ASS_MNG,Type,Ass Pmt Cst Total Cst Ugx Nr [ISO 19650-3:2020],True,ASS_PMT_CST_LABOUR_CST_UGX_NR + ASS_PMT_CST_MAT_CST_UGX_NR,"ASS_PMT_CST_LABOUR_CST_UGX_NR, ASS_PMT_CST_MAT_CST_UGX_NR",COSTING,0,0
Generic Models,CST_CALC_ADHESIVE_KG,6b26cd97-17ab-4225-860a-41b35d08e2fb,NUMBER,COM_DAT,Type,Calculated tile adhesive in kilograms [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 5.5,CST_CALC_TILE_M2,CONSTRUCTION,0,1
Generic Models,CST_CALC_BLOCKS_NR,ba5d66ec-75db-4135-88d5-be53b118e636,NUMBER,COM_DAT,Type,Calculated number of blocks required [ISO 19650-3:2020],True,CST_S_MAS_NET_AREA_SQ_M * 12.5 * 1.03,CST_S_MAS_NET_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_CEMENT_PLASTER_BAGS,349aa1b3-c19c-4ee1-9d55-cf612f25c382,CURRENCY,COM_DAT,Type,Calculated cement bags for plaster (50kg) [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 6.5,CST_CALC_PLASTER_M3,CONSTRUCTION,0,1
Generic Models,CST_CALC_FASTENERS_NR,468502b3-fd75-4a13-8dd5-b1eef375ca61,NUMBER,COM_DAT,Type,Calculated number of fasteners [ISO 19650-3:2020],True,BLE_ELE_AREA_SQ_M * 8,BLE_ELE_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_GROUT_KG,73dcb01b-c417-494b-94d6-a9c2ec185125,NUMBER,COM_DAT,Type,Calculated grout in kilograms [ISO 19650-3:2020],True,CST_CALC_TILE_M2 * 0.8,CST_CALC_TILE_M2,CONSTRUCTION,0,1
Generic Models,CST_CALC_MORTAR_M3,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,VOLUME,COM_DAT,Type,Calculated mortar volume in cubic meters [ISO 19650-3:2020],True,CST_CALC_BLOCKS_NR * 0.0063,CST_CALC_BLOCKS_NR,CONSTRUCTION,0,1
Generic Models,CST_CALC_PLASTER_M3,cc247d49-6c49-486d-ad77-ef0a182d658d,VOLUME,COM_DAT,Type,Calculated plaster volume in cubic meters [ISO 19650-3:2020],True,BLE_FINISH_PLASTER_AREA_SQ_M * 0.015 * 1.25,BLE_FINISH_PLASTER_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_PRIMER_LITERS,b7205856-0f63-4030-b690-7e7d842732d6,CURRENCY,COM_DAT,Type,Calculated primer in liters [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M / 12,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_PUTTY_KG,f676b204-2f7d-42b7-b298-41d9d0591107,NUMBER,COM_DAT,Type,Calculated putty in kilograms [ISO 19650-3:2020],True,BLE_FINISH_PAINT_AREA_SQ_M * 1.5,BLE_FINISH_PAINT_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_RIDGE_CAP_M,a9a50bf6-3541-4104-8db5-917c06e1be54,CURRENCY,COM_DAT,Type,Calculated ridge capping length in meters [ISO 19650-3:2020],True,CST_S_FRM_BEAM_LENGTH_M * 1.1,CST_S_FRM_BEAM_LENGTH_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_SAND_PLASTER_M3,eeffb276-c8ea-45f3-8a0c-c8a624119b61,VOLUME,COM_DAT,Type,Calculated sand for plaster in cubic meters [ISO 19650-3:2020],True,CST_CALC_PLASTER_M3 * 0.88 * 1.1,CST_CALC_PLASTER_M3,CONSTRUCTION,0,1
Generic Models,CST_CALC_SHEETS_NR,351fc9fb-0b19-451a-ac67-d6b09cf74287,NUMBER,COM_DAT,Type,Calculated number of roofing sheets [ISO 19650-3:2020],True,(BLE_ELE_AREA_SQ_M / 3) * 1.15,BLE_ELE_AREA_SQ_M,CONSTRUCTION,0,1
Generic Models,CST_CALC_STEEL_KG,2e504781-c632-4448-8107-ee2238ddf443,NUMBER,COM_DAT,Type,Calculated steel reinforcement in kilograms [ISO 19650-3:2020],True,CST_S_CON_VOLUME_CU_M * 90,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,1
Generic Models,CST_S_CON_AGGREGATE_VOLUME_CU_M,426e88b6-548f-5c28-adb2-efec4fc47d7f,VOLUME,COM_DAT,Type,Cst S Con Aggregate Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.88 * 1.1,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_CEMENT_BAGS_NR,424e9aac-c0b7-5890-b302-bab5fd5785b3,NUMBER,COM_DAT,Type,Cst S Con Cement Bags Nr [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 6.5 * 1440 / 50,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_CST_TOTAL_UGX_NR,79396c2b-e76e-526c-83fe-470fe44b5f36,CURRENCY,COM_DAT,Type,Cst S Con Cst Total Ugx Nr [ISO 19650-2:2018],True,(CST_S_CON_CEMENT_BAGS_NR * 35000) + (CST_S_CON_SAND_VOLUME_CU_M * 80000) + (CST_S_CON_AGGREGATE_VOLUME_CU_M * 100000),"CST_S_CON_CEMENT_BAGS_NR, CST_S_CON_SAND_VOLUME_CU_M, CST_S_CON_AGGREGATE_VOLUME_CU_M",COSTING,0,0
Generic Models,CST_S_CON_SAND_VOLUME_CU_M,36863979-00ed-54f3-af15-db3364b8316d,VOLUME,COM_DAT,Type,Cst S Con Sand Volume Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 0.44 * 1.3,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_VOLUME_CU_M,f3301427-87c2-5034-ac6f-9ee284d845de,VOLUME,COM_DAT,Type,Cst S Con Volume Cu M [ISO 19650-2:2018],True,Length * Width * Thickness / 1000000000,"Length, Width, Thickness",CONSTRUCTION,0,0
Generic Models,CST_S_CON_VOLUME_WASTAGE_CU_M,c706cb23-0173-5173-b580-4ab217436de3,VOLUME,COM_DAT,Type,Cst S Con Volume Wastage Cu M [ISO 19650-2:2018],True,CST_S_CON_VOLUME_CU_M * 1.05,CST_S_CON_VOLUME_CU_M,CONSTRUCTION,0,0
Generic Models,CST_S_CON_WTR_VOLUME_L,34bb9b34-2130-5d44-b3b3-20c9e6364019,VOLUME,COM_DAT,Type,Cst S Con Wtr Volume L [ISO 19650-2:2018],True,CST_S_CON_CEMENT_BAGS_NR * 25,CST_S_CON_CEMENT_BAGS_NR,CONSTRUCTION,0,0
Generic Models,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,COM_DAT,Type,Cst S Frm Timber Volume Cu M [ISO 19650-2:2018],True,(CST_S_FRM_SLAB_AREA_SQ_M + CST_S_FRM_BEAM_AREA_SQ_M + CST_S_FRM_COLUMN_AREA_SQ_M) * 0.025,"CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,COM_DAT,Type,Cst S Mas Brick Quantity Nr [ISO 19650-2:2018],True,BLE_WALL_LENGTH_MM * BLE_WALL_HEIGHT_MM / 1000000 * 55 * 1.05,"BLE_WALL_LENGTH_MM, BLE_WALL_HEIGHT_MM",CONSTRUCTION,0,0
Generic Models,CST_S_MAS_CST_TOTAL_UGX_NR,4c6b61b2-f694-5681-8f87-20f1191c101e,CURRENCY,COM_DAT,Type,Cst S Mas Cst Total Ugx Nr [ISO 19650-2:2018],True,(CST_CALC_BLOCKS_NR * 2500) + (CST_CALC_CEMENT_BAGS_NR * 35000) + (CST_CALC_SAND_M3 * 80000),"CST_CALC_BLOCKS_NR, CST_CALC_CEMENT_BAGS_NR, CST_CALC_SAND_M3",COSTING,0,0
Generic Models,CST_S_MAS_NET_AREA_SQ_M,89de3291-920a-5dd2-abd6-acbc3d6f9e1e,AREA,COM_DAT,Type,Cst S Mas Net Area Sq M [ISO 19650-2:2018],True,CST_S_MAS_WALL_AREA_SQ_M - CST_S_MAS_OPENING_AREA_SQ_M,"CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M",CONSTRUCTION,0,0
Generic Models,CST_S_REI_CST_TOTAL_UGX_NR,9e2f1ae1-f93d-5212-8baa-c24ebc1af700,CURRENCY,COM_DAT,Type,Cst S Rei Cst Total Ugx Nr [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_WASTAGE_KG * 4500,CST_S_REI_WEIGHT_WASTAGE_KG,COSTING,0,0
Generic Models,CST_S_REI_WEIGHT_KG,dca82f18-af10-5a55-a9b9-f1628b0cd9e7,NUMBER,COM_DAT,Type,Cst S Rei Weight Kg [ISO 19650-2:2018],True,CST_S_REI_LENGTH_M * CST_S_REI_UNIT_WT_KG * 1.05,"CST_S_REI_LENGTH_M, CST_S_REI_UNIT_WT_KG",CONSTRUCTION,0,0
Generic Models,CST_S_REI_WEIGHT_WASTAGE_KG,d9b73a97-fed2-5b86-86ac-0c53f1987157,NUMBER,COM_DAT,Type,Cst S Rei Weight Wastage Kg [ISO 19650-2:2018],True,CST_S_REI_WEIGHT_KG * 1.05,CST_S_REI_WEIGHT_KG,CONSTRUCTION,0,0
Generic Models,CST_TOTAL_COST_UGX,1d11176f-fb0e-4cdc-a320-b98212e8b3dd,CURRENCY,COM_DAT,Type,Grand total cost in UGX [ISO 19650-3:2020],True,ASS_CST_TOTAL_UGX_NR,ASS_CST_TOTAL_UGX_NR,COSTING,0,1
Electrical Equipment,ELC_CBL_AMPACITY_A,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Cbl Ampacity A [ISO 19650-1:2018],True,ELC_CKT_CUR_A / ELC_CBL_DERATING_FCT_NR,"ELC_CKT_CUR_A, ELC_CBL_DERATING_FCT_NR",ELECTRICAL,0,0
Cable Trays,ELC_CBL_LENGTH_M,da71ae59-9744-5fe4-ad20-4b0687404e58,LENGTH,ELC_PWR,Type,Elc Cbl Length M [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Cable Trays,ELC_CBL_SZ_MM,d08c2c5d-577f-5861-b615-b1b427d573a7,LENGTH,ELC_PWR,Type,Elc Cbl Sz Mm [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Cable Trays,CBL_TYPE_TXT,b796eeed-e108-53b5-9bf7-deb0842cdea3,TEXT,ELC_PWR,Type,Elc Cbl Type Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_CKT_CUR_A,35d7f2c9-39b3-5cf3-867b-020dd1edb24d,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Ckt Cur A [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * 1000 / (ELC_CKT_VLT_V * 1.732 * 0.85),"ELC_CKT_PWR_KW, ELC_CKT_VLT_V",ELECTRICAL,0,0
Electrical Fixtures,ELC_CKT_NR,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,NUMBER,ELC_PWR,Type,Elc Ckt Nr [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_DIV_FCT_NR,f7aed743-08cc-5147-ae86-f7049c7b7f39,NUMBER,ELC_PWR,Type,Elc Div Fct Nr [ISO 19650-1:2018],True,"if(ELC_PNL_NUM_OF_WAYS_NR <= 10, 1.0, if(ELC_PNL_NUM_OF_WAYS_NR <= 20, 0.8, 0.7))",ELC_PNL_NUM_OF_WAYS_NR,ELECTRICAL,0,0
Electrical Equipment,ELC_IP_RATING_TXT,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,TEXT,ELC_PWR,Type,Elc Ip Rating Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Fixtures,MNT_HGT_MM,67f74e7b-256f-5611-bd11-1eb958f6e5b4,LENGTH,ELC_PWR,Type,Elc Mnt Hgt Mm [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_CONNECTED_LOAD_KW,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,ELECTRICAL_POWER,ELC_PWR,Type,Elc Pnl Connected Load Kw [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_DESIGNATION_NAME_TXT,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,TEXT,ELC_PWR,Type,Elc Pnl Designation Name Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_FED_FROM_PNL_TXT,1a340249-26d2-55ff-b3fe-63d245e170df,TEXT,ELC_PWR,Type,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_MAIN_BRK_A,ec3c2a37-6a06-5794-a048-e405c362a8a4,ELECTRICAL_CURRENT,ELC_PWR,Type,Elc Pnl Main Brk A [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_NUM_OF_WAYS_NR,7f871de1-9153-549f-a19f-290683618f46,NUMBER,ELC_PWR,Type,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_PHS_COUNT_NR,febd6223-1632-599f-991b-cbeb3b8fd979,INTEGER,ELC_PWR,Type,Elc Pnl Phs Count Nr [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_SHORT_CIRCUIT_RATING_KA,eac6e4e0-593e-521c-a4d8-f6142f0010a5,TEXT,ELC_PWR,Type,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Electrical Equipment,ELC_PNL_VLT_V,1080edf4-7df6-5705-9515-0fb674933c1b,ELECTRICAL_POTENTIAL,ELC_PWR,Type,Elc Pnl Vlt V [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
