# Parameter->Category binding accuracy audit — generated by gen_audit.py (not verified in Revit)
# BindingBefore = pre-fix runtime binding (group override or ALL element categories)
# BindingAfter  = post-fix runtime binding (universal->ALL; else per-param CATEGORY_BINDINGS.csv; else group override; else GAP=ALL)
Parameter,Prefix,Group,BindingBefore,BindingAfter,OnDuctsBefore,OnDuctsAfter,Flag
MAT_PROP_DICT_GUID_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_SPECIFICATIONS,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials|Generic Models,N,N,CHANGED
MAT_STANDARD,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_1_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_2_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_3_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_4_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_5_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_TAG_6_TXT,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,N,Y,CHANGED
MAT_THICKNESS_INCH,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_THICKNESS_MM,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MAT_VAT_PCT_NR,MAT,MAT_INFO,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Structural Columns|Structural Framing|Structural Foundations|Stairs|Railings|Ramps|Curtain Panels|Curtain Wall Mullions|Casework|Furniture|Furniture Systems|Generic Models|Specialty Equipment,Materials,N,N,CHANGED
MEC_SYS_TXT,MEC,HVC_SYSTEMS,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices,Air Terminals|Duct Accessories|Duct Fittings|Ducts|Generic Models|Mechanical Equipment,Y,Y,CHANGED
MED_TAG_7_PARA_MED_EQUIP_TXT,MED,COM_DAT,ALL,Medical Equipment,Y,N,CHANGED
MEP_TYPE_TXT,MEP,PLM_DRN,Mechanical Equipment|Air Terminals|Ducts|Duct Fittings|Duct Accessories|Flex Ducts|Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Plumbing Fixtures|Sprinklers|Electrical Equipment|Electrical Fixtures|Lighting Fixtures|Lighting Devices|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Communication Devices|Data Devices|Fire Alarm Devices|Nurse Call Devices|Security Devices|Telephone Devices,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers|Duct Accessories|Duct Fittings|Pipe Fittings|Pipe Accessories,Y,Y,CHANGED
MGS_AAP_REF_TXT,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_DESIGN_FLOW_LPM_NR,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_DIVERSITY_PCT_NR,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_EQP_TAG,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_GAS_TYPE_TXT,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_NOM_PRESS_KPA_NR,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_OUTLET_ZONE_TXT,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_PIPE_BRAZED_BOOL,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_TAG_7_PARA_TXT,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_TU_BS5682_BOOL,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_TU_INDEXED_BOOL,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
MGS_VERIFY_BY_TXT,MGS,MGS_SYSTEMS,ALL,Mechanical Equipment|Specialty Equipment|Medical Equipment|Pipes|Pipe Fittings|Pipe Accessories|Plumbing Fixtures,Y,N,CHANGED
